Filename:, Arrigetch_Peaks_Environmental_Data.csv,,,,,,,,,,,
Data_Last_Modified:, 10/26/2016,,,,,,,,,,,
Data_Set_Name:, Pre-ABoVE: Arctic Vegetation Plots at Arrigetch Peaks, Alaska, 1978-1981,,,,,,,,,,,
Documentation_Link:, http://dx.doi.org/10.3334/ORNLDAAC/1358,,,,,,,,,,,
Missing Value Code:, -9999 for numeric columns.  As described for character columns.,,,,,,,,,,,
,,,,,,,,,,,
FIELD_RELEVE_NUMBER,TURBOVEG_ACCESSION_NUMBER,PLANT_COMMUNITY_NAME,ELEVATION,ASPECT,SLOPE,COVER_LITTER_LAYER,COVER_OPEN_WATER,COVER_ROCK,COVER_CRUST,COVER_BARE_SOIL,REMARKS
81,11183,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,12,2,3,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
82,11184,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,25,0,2,15,5,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
83,11185,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,3,4,15,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
285,11186,Caricetum scirpoideae-rupestris,1100,315,-9999,85,0,2,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
288,11187,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,85,0,4,5,6,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
158,11188,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,35,0,5,15,50,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
162,11189,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,45,0,6,12,35,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
159,11190,Caricetum scirpoideae-rupestris,-9999,-9999,-9999,40,0,15,15,40,"Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
176,11191,Caricetum scirpoideae-rupestris,1280,135,-9999,35,0,25,5,20,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
192,11192,Caricetum scirpoideae-rupestris,1270,225,-9999,80,0,0,0,8,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
193,11193,Caricetum scirpoideae-rupestris,1290,225,-9999,55,0,15,0,15,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
105,11194,Caricetum scirpoideae-rupestris,1460,315,-9999,90,0,0,4,5,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
106,11195,Caricetum scirpoideae-rupestris,1450,315,-9999,90,0,0,2,5,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
61,11196,Caricetum scirpoideae-rupestris,1400,135,-9999,25,0,2,5,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
63,11197,Caricetum scirpoideae-rupestris,1390,180,-9999,45,0,6,15,15,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
51,11198,Caricetum scirpoideae-rupestris,1370,135,-9999,25,0,2,0,45,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
52,11199,Caricetum scirpoideae-rupestris,1390,180,-9999,25,0,1,0,35,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
53,11200,Caricetum scirpoideae-rupestris,1390,135,-9999,25,0,8,0,40,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
216,11201,Caricetum scirpoideae-rupestris,1500,135,-9999,60,0,10,10,25,"Published releves in Table 19 (Cooper 1986) under the same name. Subxeric vegetation of limestone uplands dominated by Dryas octopetala ssp. octopetala. Stands occur on moderately steep relatively stable, xeric, mid to upper limestone slopes on south-, east-, or west-facing slopes (Cooper 1986)."
14,11202,Ass. Betulo glandulosae-Cladonietum stellaris,760,-9999,0,35,0,15,0,0,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
15,11203,Ass. Betulo glandulosae-Cladonietum stellaris,760,-9999,0,40,0,10,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
16,11204,Ass. Betulo glandulosae-Cladonietum stellaris,770,-9999,0,50,0,20,0,20,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
17,11205,Ass. Betulo glandulosae-Cladonietum stellaris,770,-9999,0,75,0,8,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
28,11206,Ass. Betulo glandulosae-Cladonietum stellaris,780,-9999,0,40,0,30,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
40,11207,Ass. Betulo glandulosae-Cladonietum stellaris,730,-9999,0,15,0,25,0,0,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
199,11208,Ass. Betulo glandulosae-Cladonietum stellaris,910,-9999,0,0,0,10,0,2,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
200,11209,Ass. Betulo glandulosae-Cladonietum stellaris,910,-9999,0,5,0,8,0,1,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
258,11210,Ass. Betulo glandulosae-Cladonietum stellaris,880,180,-9999,55,0,2,0,8,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
257,11211,Ass. Betulo glandulosae-Cladonietum stellaris,880,180,-9999,35,0,5,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
281,11212,Ass. Betulo glandulosae-Cladonietum stellaris,870,-9999,0,45,0,5,0,15,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
448,11213,Ass. Betulo glandulosae-Cladonietum stellaris,870,270,-9999,5,0,15,0,1,"Cladonia stellaris = original Cladonia aberrans. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
449,11214,Ass. Betulo glandulosae-Cladonietum stellaris,870,270,-9999,20,0,10,0,0,"Cladonia aberrans in original (cover 0.5 percent) - synonym to Cladonia stellaris - merged. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
489,11215,Ass. Betulo glandulosae-Cladonietum stellaris,870,-9999,0,5,0,15,0,5,"Cladonia aberrans in original (cover 0.5 percent) - synonym to Cladonia stellaris - merged. Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
491,11216,Ass. Betulo glandulosae-Cladonietum stellaris,880,-9999,0,3,0,15,0,5,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
517,11217,Ass. Betulo glandulosae-Cladonietum stellaris,860,-9999,0,5,0,10,0,2,"Cladonia spp. dominated heaths. A Cladonia spp. mat is the dominant ground cover in stands of this association which occupy granitic glacial moraines, and debris flows just above treeline (760 to 800 m elevation). Soils are among the most acidic examined (Cooper 1986)."
483,11218,Ass. Salici planifoliae-Cladonietum stellaris,890,-9999,0,10,0,10,0,3,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
481,11219,Ass. Salici planifoliae-Cladonietum stellaris,880,-9999,0,8,0,15,0,5,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
576,11220,Ass. Salici planifoliae-Cladonietum stellaris,890,-9999,0,10,0,0,0,15,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
261,11221,Ass. Salici planifoliae-Cladonietum stellaris,905,-9999,0,25,0,5,0,0,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
577,11222,Ass. Salici planifoliae-Cladonietum stellaris,915,-9999,0,1,0,3,0,1,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
598,11223,Ass. Salici planifoliae-Cladonietum stellaris,910,-9999,0,62,0,0,0,0,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
478,11224,Ass. Salici planifoliae-Cladonietum stellaris,880,-9999,0,2,0,10,0,5,Cladonia spp. dominated heaths. The Cladonia spp. mat provides the dominant ground cover in this association which occurs on granitic till and debris flows between 900-1000 m in elevation. Soils are also acidic but are less rocky and more moist then the Betulo glandulosae-Cladonietum stellaris (Cooper 1986).
564,11225,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,2,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
565,11226,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,20,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
573,11227,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,2,0,15,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
578,11228,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,10,0,15,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
553,11229,Ass. Carici podocarpae-Cladonietum stellaridis,940,-9999,0,1,0,3,0,0,Cladonia spp. dominated heaths. A Cladonia spp. mat provides patches of ground cover in this association which occurs in the most moist sites occupied by fruticose lichen mats (Cooper 1986).
465,11230,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,3,0,15,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
466,11231,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,5,0,20,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
467,11232,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,0,0,0,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
468,11233,Ass. Carici microchaetae-Cladonietum stellaridis,1280,-9999,0,2,0,20,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
401,11234,Ass. Carici microchaetae-Cladonietum stellaridis,1000,360,-9999,35,0,12,0,15,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
402,11235,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,80,0,8,0,4,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
403,11236,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,65,0,8,0,5,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
404,11237,Ass. Carici microchaetae-Cladonietum stellaridis,1005,360,-9999,65,0,3,0,4,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
414,11238,Ass. Carici microchaetae-Cladonietum stellaridis,945,-9999,0,15,0,10,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
415,11239,Ass. Carici microchaetae-Cladonietum stellaridis,950,-9999,0,10,0,6,0,0,"In published version: Cooper, D. J. 1986. Arctic-alpine tundra vegetation of the Arrigetch Creek Valley, Brooks Range, Alaska. Phytocoenologia 14/4: 467-555, there is a mistake, values of Hierochloe alpina (correct) are replaced by Gentiana glauca. Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
416,11240,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,12,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
417,11241,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,5,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
418,11242,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,8,0,2,0,3,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
444,11243,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
445,11244,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,5,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
447,11245,Ass. Carici microchaetae-Cladonietum stellaridis,-9999,-9999,-9999,15,0,15,0,0,"Cladonia spp. dominated heaths. Stands of this association were found at the highest elevations at which Cladonia spp. forms mats in cirques, on mountain summits, and in high valleys all of granite in the Arrigetch Peaks region (Cooper 1986)."
178,11246,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,35,0,"Releve also in unpublished thesis (Cooper 1983), Table 12, Carex membranacea added from original table, not in published version -note by J. Sibik, 01-22-2014. Bryophyte dominated syntaxa. Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). "
179,11247,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis (Cooper 1983), Table 12, Campylium halleri added from original table, not in published version -note by J. Sibik, 01-22-2014. Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). "
180,11248,Schistidium rivulare-Drepanocladus revolvens comm.,1280,-9999,0,0,0,0,0,0,Found on and among granitic bounders in the highest and coldest cirques. This type was uncommon (Cooper 1986). 
424,11249,Drepanocladus tundrae-Calliergon sarmentosum comm.,915,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
494,11250,Drepanocladus tundrae-Calliergon sarmentosum comm.,890,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Carex membranacea has different cover value in original table (50 percent instead of 10 percent in published version) - note by J. Sibik, 01-22-2014. This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986)."
535,11251,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Salix lanata is originally in releve number 536 with cover value of 2 percent, corrected according to original thesis to 3 percent and move into this releves 535, - note by J. Sibik, 01-22-2014. This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986)."
536,11252,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
537,11253,Drepanocladus tundrae-Calliergon sarmentosum comm.,1190,-9999,0,0,0,0,0,0,This community occurs in shallow ponds such as stream ox-bows and thermokarst ponds. Mosses especially Calliergon sarmentosum dominate and my fill the entire pond with phytomass. Vascular plants such as Eriophorum angustifolium are abundant as floating mats along the edge of the pond. Thaw depth is greater than 2 m (Cooper 1986).
420,11254,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,0,0,0,0,0,"Releve also in unpublished thesis of Cooper 1983, Table 12, the. 2. Value of Drepanocladus revolvens in his thesis is 65 percent, no Carex aquatilis noted in this work. In thesis, Carex aquatilis is missing, Drepanocladus tundrae occurs with 1 percent cover values - added here. Also Cyrtomnium hymenophyllum (5 percent) is added from original thesis. In original work this releve is a part of Schistidio-Drepanocladetum revolventis - note by J. Sibik, 01-22-2014. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
486,11255,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,100,0,0,0,0,Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986).
501,11256,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,25,0,0,0,30,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
502,11257,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,40,0,0,0,30,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
509,11258,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,15,0,0,0,50,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
511,11259,Ass. Paludello squarrosae-Caricetum aquatilis,940,-9999,0,40,0,0,0,20,"Cover of litter and bare ground excerpted from unpublished thesis Cooper 1983, Table 12. Fens and marshes are limited to valley bottoms in the Arrigetch Peaks and are especially abundant where glacial moraines have ponded valleys and these ponds have been subsequently filled  by alluvium. The Paludello squarrosae-Caricetum aquatilis is the most abundant type of fen occurring on granitic outwash sands of level cirque floors and valley bottoms. Thaw depth about 1 m (Cooper 1986)."
